Top250,MovieName,OtherName,Director,Year,Country,Type,Rating,EvaluationNum,quote
196,人工智能,AI人工智慧,史蒂文·斯皮尔伯格 Steven Spielberg,2001,美国,剧情 科幻,8.6,317293,对爱的执着，可以超越一切。
197,雨中曲,万花嬉春(港 / 台) ,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,美国,喜剧 歌舞 爱情,9.0,148506,骨灰级歌舞片。
198,疯狂的石头,Crazy Stone,宁浩 Hao Ning,2006,中国大陆 中国香港,喜剧 犯罪,8.5,576333,中国版《两杆大烟枪》。
199,绿里奇迹,绿色奇迹(台)/绿色英里,Frank Darabont,1999,美国,犯罪 剧情 奇幻 悬疑,8.8,199611,天使暂时离开。
200,小偷家族,Shoplifters/Une Affaire de Famille,是枝裕和 Hirokazu Koreeda,2018,日本,剧情 犯罪 家庭,8.7,588879,我们组成了家。
201,爱在午夜降临前,情约半生(港)/爱在午夜希腊时(台),理查德·林克莱特 Richard Linklater,2013,美国 希腊,剧情 爱情,8.8,231357,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
202,罗生门,Rashomon,黑泽明 Akira Kurosawa,1950,日本,剧情 犯罪 悬疑,8.8,220189,人生的N种可能性。
203,终结者2：审判日,终结者2/终结者2：末日审判,詹姆斯·卡梅隆 James Cameron,1991,美国 法国,动作 科幻,8.7,253843,少见的超越首部的续集，动作片中的经典。
204,初恋这件小事,初恋那件小事(港)/暗恋那点小事,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,2010,泰国,剧情 喜剧 爱情,8.4,765070,黑小鸭速效美白记。
205,海洋,Oceans/海洋,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,2009,法国 瑞士 西班牙 美国 阿联酋,纪录片,9.1,130517,大海啊，不全是水。
206,魂断蓝桥,滑铁卢桥/断桥残梦,茂文·勒鲁瓦 Mervyn LeRoy,1940,美国,剧情 爱情 战争,8.8,200707,中国式内在的美国电影。
207,可可西里,Kekexili: Mountain Patrol,陆川 Chuan Lu,2004,中国大陆 中国香港,剧情 犯罪,8.8,210404,坚硬的信仰。
208,燃情岁月,秋日传奇/真爱一世情(台),爱德华·兹威克 Edward Zwick,1994,美国,剧情 爱情 战争 西部,8.8,215381,传奇，不是每个人都可以拥有。
209,2001太空漫游,2001：星际漫游/2001：太空奥德赛,斯坦利·库布里克 Stanley Kubrick,1968,英国 美国,科幻 惊悚 冒险,8.8,201753,现代科幻电影的开山之作，最伟大导演的最伟大影片。
210,穿越时空的少女,跳跃吧！时空少女(台)/Toki o kakeru shôjo,细田守 Mamoru Hosoda,2006,日本,剧情 爱情 科幻 动画,8.6,296431,爱上未来的你。 
211,城市之光,City Lights: A Comedy Romance in Pantomime/Lichter der Großstadt,Charles Chaplin,1931,美国,喜剧 剧情 爱情,9.3,89896,永远的小人物，伟大的卓别林。
212,牯岭街少年杀人事件,A Brighter Summer Day,杨德昌 Edward Yang,1991,中国台湾,剧情 犯罪,8.8,185138,弱者送给弱者的一刀。
213,无耻混蛋,恶棍特工(台)/希魔撞正杀人狂(港),Quentin Tarantino,2009,德国 美国,剧情 犯罪,8.6,353910,昆汀同学越来越变态了，比北野武还杜琪峰。
214,新龙门客栈,New Dragon Gate Inn,李惠民 Raymond Lee,1992,中国香港 中国大陆,动作 爱情 武侠 古装,8.6,319106,嬉笑怒骂，调风动月。
215,完美陌生人,完美谎情(港)/波动的信息分享,保罗·格诺维瑟 Paolo Genovese,2016,意大利,剧情 喜剧,8.5,403687,来啊，互相伤害啊！
216,源代码,启动原始码(台)/危机解密(港),邓肯·琼斯 Duncan Jones,2011,美国 加拿大,科幻 悬疑 惊悚,8.4,606976,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
217,阿飞正传,Days of Being Wild,王家卫 Kar Wai Wong,1990,中国香港,犯罪 剧情 爱情,8.5,361093,王家卫是一种风格，张国荣是一个代表。
218,青蛇,Green Snake,徐克 Hark Tsui,1993,中国香港 中国大陆,剧情 爱情 奇幻 古装,8.5,369576,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
219,色，戒,色|戒/色·戒,李安 Ang Lee,2007,中国台湾 中国大陆 美国 中国香港,剧情 爱情 情色,8.5,486413,假戏真情，爱欲深海
220,香水,香水：一个杀人犯的故事/香水：一个谋杀犯的故事,汤姆·提克威 Tom Tykwer,2006,德国 法国 西班牙 美国,剧情 犯罪 奇幻,8.5,421952,一个单凭体香达到高潮的男人。
221,谍影重重2,叛谍追击2：机密圈套(港)/神鬼认证：神鬼疑云(台),保罗·格林格拉斯 Paul Greengrass,2004,美国 德国,动作 悬疑 惊悚,8.7,261409,谁说王家卫镜头很晃？
222,遗愿清单,玩转身前事(港)/一路玩到挂(台),罗伯·莱纳 Rob Reiner,2007,美国,冒险 喜剧 剧情,8.6,267995,用剩余不多的时间，去燃烧整个生命。
223,血钻,血钻石(台)/血腥钻石,爱德华·兹威克 Edward Zwick,2006,美国 德国,剧情 惊悚 冒险,8.7,255983,每个美丽事物背后都是滴血的现实。
224,地球上的星星,心中的小星星(台)/每一个孩子都是特别的,阿米尔·汗 Aamir Khan,2007,印度,剧情 儿童 家庭,8.9,150790,天使保护事件始末。
225,大佛普拉斯,The Great Buddha+,黄信尧 Hsin-yao Huang,2017,中国台湾,剧情 喜剧 犯罪,8.7,275583,人们可以登上月球，却永远无法探索人们内心的宇宙。
226,战争之王,军火之王(台 / 港) ,安德鲁·尼科尔 Andrew Niccol,2005,美国 法国,剧情 犯罪,8.6,262365,做一颗让别人需要你的棋子。
227,谍影重重,叛谍追击(港)/神鬼认证(台),道格·里曼 Doug Liman,2002,美国 德国 捷克,动作 悬疑 惊悚,8.6,312319,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
228,疯狂的麦克斯4：狂暴之路,末日先锋：战甲飞车(港)/疯狂麦斯：愤怒道(台),乔治·米勒 George Miller,2015,澳大利亚 美国,动作 科幻 冒险,8.6,370166,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
229,猜火车,迷幻列车(港)/定位的火车,丹尼·博伊尔 Danny Boyle,1996,英国,剧情 犯罪,8.5,339971,不可猜的青春迷笛。 
230,彗星来的那一夜,相干性/相干效应,詹姆斯·沃德·布柯特 James Ward Byrkit,2013,美国 英国,科幻 悬疑 惊悚,8.5,362763,小成本大魅力。
231,步履不停,横山家之味(港 / 台) ,是枝裕和 Hirokazu Koreeda,2008,日本,剧情 家庭,8.8,182373,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
232,朗读者,为爱朗读(台)/读爱(港),史蒂芬·戴德利 Stephen Daldry,2008,美国 德国,剧情 爱情,8.6,371062,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
233,浪潮,恶魔教室(台)/白恤暴潮(港),丹尼斯·甘塞尔 Dennis Gansel,2008,德国,剧情 惊悚,8.7,204448,世界离独裁只有五天。
234,九品芝麻官,白面包青天/Hail the Judge,王晶 Jing Wong,1994,中国香港,剧情 喜剧 古装,8.5,385566,
235,小萝莉的猴神大叔,娃娃返乡任务(台)/宝莱坞之钢铁奶爸(台),卡比尔·汗 Kabir Khan,2015,印度,剧情 喜剧 动作,8.4,357416,宝莱坞的萝莉与大叔。
236,再次出发之纽约遇见你,再次出发/歌曲改变人生,约翰·卡尼 John Carney,2013,美国,喜剧 爱情 音乐,8.6,305067,爱我就给我看你的播放列表。
237,哈利·波特与火焰杯,哈利波特4：火杯的考验(港 / 台) ,Mike Newell,2005,英国 美国,奇幻 冒险,8.5,353988,
238,东京物语,东京故事/东京纪行,小津安二郎 Yasujirô Ozu,1953,日本,剧情 家庭,9.2,91930,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
239,驴得水,Mr. Donkey,周申 Shen Zhou / 刘露 Lu Liu,2016,中国大陆,剧情 喜剧,8.3,665610,过去的如果就让它过去了，未来只会越来越糟！
240,聚焦,焦点追击(港)/惊爆焦点(台),托马斯·麦卡锡 Thomas McCarthy,2015,美国,剧情 传记,8.8,209786,新闻人的理性求真。
241,追随,跟踪(台)/致命追踪,克里斯托弗·诺兰 Christopher Nolan,1998,英国,犯罪 悬疑 惊悚,8.9,132698,诺兰的牛逼来源于内心散发出的恐惧。
242,千钧一发,变种异煞(港)/自然人,安德鲁·尼科尔 Andrew Niccol,1997,美国,剧情 科幻 惊悚,8.8,175632,一部能引人思考的科幻励志片。
243,一次别离,分居风暴(台)/伊朗式分居(港),阿斯哈·法哈蒂  Asghar Farhadi,2011,伊朗 法国,剧情 家庭,8.7,197098,只有有信仰的人才能说出事实真相。
244,波西米亚狂想曲,波希米亚狂想曲：摇滚传说(港)/波希米亚狂想曲(台),布莱恩·辛格 Bryan Singer,2018,英国 美国,剧情 传记 同性 音乐,8.7,411098,
245,我爱你,爱你/爱，是一生相伴(台),秋昌民 Chang-min Choo,2011,韩国,剧情 爱情,9.0,110989,你要相信，这世上真的有爱存在，不管在什么年纪 
246,黑鹰坠落,黑鹰15小时(港)/黑鹰计划(台),雷德利·斯科特 Ridley Scott,2001,美国,动作 历史 战争,8.7,210746,还原真实而残酷的战争。
247,网络谜踪,人肉搜寻(港)/人肉搜索(台),阿尼什·查甘蒂 Aneesh Chaganty,2018,美国 俄罗斯,剧情 犯罪 悬疑 惊悚,8.6,383773,
248,四个春天,Four Springs,陆庆屹 Lu Qing Yi,2017,中国大陆,纪录片 家庭,8.9,119193,来也匆匆去也匆匆，就这样风雨兼程。
249,发条橙,发条桔子/发条橙子,Stanley Kubrick,1971,英国 美国,犯罪 剧情 科幻,8.6,281460,我完全康复了。
250,E.T. 外星人,外星人E.T./外星人,史蒂文·斯皮尔伯格 Steven Spielberg,1982,美国,剧情 科幻,8.6,260746,生病的E.T.皮肤的颜色就像柿子饼。
